,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
107,Managing lameness - topic for station 2 today ⁦@SRUC⁩ Crichton Farm Dairy Roadshow with ⁦@SaraPedersen3⁩ and Colin… https://t.co/uXb0bAf7ef,managing lameness   topic for station 2 today     crichton farm dairy roadshow with     and colin   ,0.0,0.0,negative,0.13,0.87,0.0,-0.2023
108,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
109,"RT @DutchFarmerInUA: This was a dairy farm in Kharkiv region.

Just look at this. This is happening in #Ukraine at the moment!

This has to…", this was a dairy farm in kharkiv region   just look at this  this is happening in  ukraine at the moment   this has to ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
110,"RT @rcr_anganvisual: 🚨BREAKING NEWS 🚨

A Hungry Bearzilla has revealed in Desa Dairy Farm !!!

Someone save the helpless cow. Capture the B…",  breaking news    a hungry bearzilla has revealed in desa dairy farm      someone save the helpless cow  capture the b ,-0.13333333333333333,0.16666666666666666,positive,0.142,0.708,0.151,0.0516
111,"RT @beardropsmy: The mysterious disappearance of cows in Desa Dairy Farm, Kundasang is now solved.

A predatory Bearzilla was spotted by @r…", the mysterious disappearance of cows in desa dairy farm  kundasang is now solved   a predatory bearzilla was spotted by   ,0.0,1.0,positive,0.0,0.89,0.11,0.2732
112,"RT @rcr_anganvisual: 🚨BREAKING NEWS 🚨

A Hungry Bearzilla has revealed in Desa Dairy Farm !!!

Someone save the helpless cow. Capture the B…",  breaking news    a hungry bearzilla has revealed in desa dairy farm      someone save the helpless cow  capture the b ,-0.13333333333333333,0.16666666666666666,positive,0.142,0.708,0.151,0.0516
113,"RT @beardropsmy: The mysterious disappearance of cows in Desa Dairy Farm, Kundasang is now solved.

A predatory Bearzilla was spotted by @r…", the mysterious disappearance of cows in desa dairy farm  kundasang is now solved   a predatory bearzilla was spotted by   ,0.0,1.0,positive,0.0,0.89,0.11,0.2732
114,"RT @rcr_anganvisual: 🚨BREAKING NEWS 🚨

A Hungry Bearzilla has revealed in Desa Dairy Farm !!!

Someone save the helpless cow. Capture the B…",  breaking news    a hungry bearzilla has revealed in desa dairy farm      someone save the helpless cow  capture the b ,-0.13333333333333333,0.16666666666666666,positive,0.142,0.708,0.151,0.0516
115,"🚨BREAKING NEWS 🚨

A Hungry Bearzilla has revealed in Desa Dairy Farm !!!

Someone save the helpless cow. Capture th… https://t.co/fKInbyWASz", breaking news    a hungry bearzilla has revealed in desa dairy farm      someone save the helpless cow  capture th   ,-0.13333333333333333,0.16666666666666666,positive,0.142,0.708,0.151,0.0516
116,@detect25 @PhilipMPowell @jannarden It's not an income source. They sell for less than the cost of growing them in… https://t.co/l7dv1DG9UA,      it s not an income source  they sell for less than the cost of growing them in   ,-0.16666666666666666,0.06666666666666667,positive,0.0,0.898,0.102,0.1779
117,Genetics is the hot topic at station 1 today ⁦@SRUC⁩ Crichton Farm at our Scottish Dairy Roadshow ⁦@AHDB_Scot⁩ ⁦… https://t.co/4BdbPsjKfk,genetics is the hot topic at station 1 today     crichton farm at our scottish dairy roadshow    scot      ,0.25,0.8500000000000001,neutral,0.0,1.0,0.0,0.0
118,"RT @beardropsmy: The mysterious disappearance of cows in Desa Dairy Farm, Kundasang is now solved.

A predatory Bearzilla was spotted by @r…", the mysterious disappearance of cows in desa dairy farm  kundasang is now solved   a predatory bearzilla was spotted by   ,0.0,1.0,positive,0.0,0.89,0.11,0.2732
119,"RT @beardropsmy: The mysterious disappearance of cows in Desa Dairy Farm, Kundasang is now solved.

A predatory Bearzilla was spotted by @r…", the mysterious disappearance of cows in desa dairy farm  kundasang is now solved   a predatory bearzilla was spotted by   ,0.0,1.0,positive,0.0,0.89,0.11,0.2732
120,"The mysterious disappearance of cows in Desa Dairy Farm, Kundasang is now solved.

A predatory Bearzilla was spotte… https://t.co/NKNLBIS5mG",the mysterious disappearance of cows in desa dairy farm  kundasang is now solved   a predatory bearzilla was spotte   ,0.0,1.0,positive,0.0,0.884,0.116,0.2732
121,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
122,"Blue Dog #news @30millionsdamis 
'Around 20 dogs were abandoned in a disused dairy farm! The poor animals lived amo… https://t.co/zIm4fs7bhG",blue dog  news     around 20 dogs were abandoned in a disused dairy farm  the poor animals lived amo   ,-0.2,0.35,negative,0.289,0.711,0.0,-0.7269
123,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
124,"Absolutely bloody horrendous. Asked if the contraption bothers cows, a human spokesperson for cows answered 'no'.… https://t.co/JIYDEQqsuf",absolutely bloody horrendous  asked if the contraption bothers cows  a human spokesperson for cows answered  no     ,-0.4,0.5,negative,0.506,0.494,0.0,-0.8826
125,@LalitaMathias Would @TamePunk be reduced to tears as I told my story of growing up on a dairy farm where we had to… https://t.co/vxlSuYdlMg,  would   be reduced to tears as i told my story of growing up on a dairy farm where we had to   ,0.0,0.0,negative,0.092,0.825,0.083,-0.0516
126,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
127,@PETAUK A farm named The Ethical Dairy as already proven that you don't have to take the calves away from their mum… https://t.co/HcQo5LUy2z,  a farm named the ethical dairy as already proven that you don t have to take the calves away from their mum   ,0.2,0.6,positive,0.0,0.852,0.148,0.5106
128,Join us on Zoom to find out more about the Graduate Diploma in Agribusiness: Masterclass in Horticultural Business… https://t.co/5dt0XTbiDv,join us on zoom to find out more about the graduate diploma in agribusiness  masterclass in horticultural business   ,0.5,0.5,positive,0.0,0.885,0.115,0.296
129,"🐑 4 Profitable farm diversifications for sheep farmers 🐑

1. Breeding for the pet sheep and smallholding market
2.… https://t.co/nCTHrxCE9N",  4 profitable farm diversifications for sheep farmers    1  breeding for the pet sheep and smallholding market 2    ,0.0,0.0,positive,0.0,0.818,0.182,0.4404
130,RT @farmfornature: “The old rule of thumb was a cow to the acre – and that has been my ethos all along. If I can farm a cow to the acre wit…,  the old rule of thumb was a cow to the acre   and that has been my ethos all along  if i can farm a cow to the acre wit ,-0.05555555555555555,0.17777777777777778,neutral,0.0,1.0,0.0,0.0
131,"@16eleven__ Organic, Ahimsa Milk is obtained from ethical sources- Regularly.

Dairy Farm Milk- Prohibited",    organic  ahimsa milk is obtained from ethical sources  regularly   dairy farm milk  prohibited,0.1,0.3384615384615385,positive,0.0,0.784,0.216,0.5106
132,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
133,"It's today! Join @AHDB, @SRUC, @ConsultingSAC and  #Agrecalc for Dairy Road Show - Scotland in Dumfries! From 10:30… https://t.co/MMLLGBgalb",it s today  join         and   agrecalc for dairy road show   scotland in dumfries  from 10 30   ,0.0,0.0,positive,0.0,0.864,0.136,0.296
134,@MidHelp there’s a dead badger on the B6372 near grahams dairy farm (and the A7) if someone is able to come pick it up?,  there s a dead badger on the b6372 near grahams dairy farm  and the a7  if someone is able to come pick it up ,0.13333333333333333,0.47500000000000003,negative,0.17,0.83,0.0,-0.6486
135,"RT @DairyRobot: Choosing a robotic milking and feeding system was key to Peter Ruiter’s development of a labor-efficient operation. 
Read m…", choosing a robotic milking and feeding system was key to peter ruiter s development of a labor efficient operation   read m ,-0.05,0.6,positive,0.0,0.851,0.149,0.4215
136,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
137,"There's this yogurt called Dairy Day, as good as farm fresh if not better but less expensive. Try it...",there s this yogurt called dairy day  as good as farm fresh if not better but less expensive  try it   ,0.016666666666666673,0.47333333333333333,positive,0.08,0.751,0.169,0.2256
138,"Designed and maintained by the creative thinkers behind the equally as exuberant flagship hotel, Lake House, The Da… https://t.co/r1uXXGHyqH",designed and maintained by the creative thinkers behind the equally as exuberant flagship hotel  lake house  the da   ,0.049999999999999996,0.8666666666666667,positive,0.0,0.649,0.351,0.7964
139,We had a chance to catch up with some of our partners at this year's Dairy-Tech. Here's what Graeme Francis from… https://t.co/rPJT2i7cvF,we had a chance to catch up with some of our partners at this year s dairy tech  here s what graeme francis from   ,0.0,0.0,positive,0.0,0.909,0.091,0.25
140,"RT @PuttickChris: 2 farmer discussion groups in 24hrs, Anglesey to Bucks 🏎💨 thanks to @GlanbiaPlc &amp; White Horse Dairy Discussion group for…", 2 farmer discussion groups in 24hrs  anglesey to bucks    thanks to    amp  white horse dairy discussion group for ,0.1,0.1,positive,0.0,0.847,0.153,0.4404
141,Extreme violence and neglect on a UK dairy farm has been uncovered by an @animal_equality undercover investigation.… https://t.co/RHXhYyi8wJ,extreme violence and neglect on a uk dairy farm has been uncovered by an   equality undercover investigation    ,-0.125,1.0,negative,0.336,0.664,0.0,-0.7964
142,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
143,@kieran_sullivan @billokeeffe @PhilipTyndall @rayofoghlu @Hylo67 @AgronomistClare @JohnTho98555918 Government polic… https://t.co/mBcIGxysBG,  sullivan             government polic   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
144,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
145,"RT @HalleKaitesi: Sixteen months after demonstrating bottle irrigation, President Museveni returned to his Kawumu farm in Luwero District…", sixteen months after demonstrating bottle irrigation  president museveni returned to his kawumu farm in luwero district ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
146,"@saoirse_mchugh Far from playing the victim here Saoirse, we have kept vast amounts of biodiverse areas on farm her… https://t.co/mZ7wcYpghY",  mchugh far from playing the victim here saoirse  we have kept vast amounts of biodiverse areas on farm her   ,0.008333333333333331,0.6833333333333332,negative,0.1,0.813,0.086,-0.0772
147,Will you join me and sign this petition? An investigation by @animal_equality has revealed extreme violence and neg… https://t.co/3P1bBFtWXw,will you join me and sign this petition  an investigation by   equality has revealed extreme violence and neg   ,-0.125,1.0,negative,0.184,0.717,0.099,-0.4404
