,text,coord,place,hashtags,formatted_text,sentiment,neg,neu,pos,compound
2754,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2755,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2756,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2757,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2758,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2759,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2760,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2761,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2762,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2763,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2764,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2765,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2766,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2767,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2768,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2769,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2770,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2771,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2772,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2773,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2774,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2775,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2776,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2777,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2778,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2779,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2780,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2781,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2782,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2783,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2784,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2785,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2786,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2787,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2788,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2789,"RT @CSOIreland: Agricultural input price index shows fertiliser prices up by 149% in the year to March 2022
https://t.co/FTYtchzDzp 
#CSOIr…",,,nan, Agricultural input price index shows fertiliser prices up by 149  in the year to March 2022     CSOIr ,neutral,0.0,1.0,0.0,0.0
2790,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/59Zl5zvQ8D,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2791,'The projected milk price over the summer and into autumn will compensate for the inflationary pressures' https://t.co/RZIRTkyVEW,,,nan, The projected milk price over the summer and into autumn will compensate for the inflationary pressures   ,negative,0.133,0.867,0.0,-0.3182
2792,"Domestic Milk Intake down by 3.3% in March 2022
https://t.co/vRQ1oQdbT3 
#CSOIreland #Ireland #Agriculture… https://t.co/Gp7kqkLopu",,,"['CSOIreland', 'Ireland', 'Agriculture']",Domestic Milk Intake down by 3 3  in March 2022     CSOIreland  Ireland  Agriculture   ,neutral,0.0,1.0,0.0,0.0
2793,RT @Swagger_jeffrey: Davido is pushing Fall on tiktok 😭😭😭😭...5 years old song fgs😭😭😂!! Fall don see shege for davido and his fans hand...de…,,,nan, Davido is pushing Fall on tiktok        5 years old song fgs      Fall don see shege for davido and his fans hand   de ,positive,0.0,0.862,0.138,0.4939
2794,@itigono_milk 繋がりたいです☘️フォロー先に失礼します🙇,,,nan,  milk                      ,neutral,0.0,1.0,0.0,0.0
2795,RT @milk_tipo: #Uyu_Art https://t.co/KGK1jXo1eH,,,['Uyu_Art'],  Uyu Art  ,neutral,0.0,1.0,0.0,0.0
2796,"RT @ReliquaXIV: ""When they said it was a job helping with their new milk bar, I didn't realize that I was going to be the tap... but I kind…",,,nan,  When they said it was a job helping with their new milk bar  I didn t realize that I was going to be the tap    but I kind ,positive,0.0,0.772,0.228,0.7351
2797,RT @CrazyBunny4994: Vex milk shop's special VIP service in GIF https://t.co/OKKxlaksa4,,,nan, Vex milk shop s special VIP service in GIF  ,positive,0.0,0.471,0.529,0.7739
2798,"people on tiktok, yall are telling me that you just found out about the avocado + milk + ice dessert??!! like it wa… https://t.co/fs1I3zjcSs",,,nan,people on tiktok  yall are telling me that you just found out about the avocado   milk   ice dessert     like it wa   ,positive,0.0,0.889,0.111,0.3612
2799,@irldehydrated milk oomf,,,nan,  milk oomf,neutral,0.0,1.0,0.0,0.0
2800,RT @MindblowonNFT: Got milk? https://t.co/oi99xLL3vU,,,nan, Got milk   ,neutral,0.0,1.0,0.0,0.0
2801,"@milk_cocoa357

今回の抽選結果は・・・
残念、「ハズレ」です😭💦

ご参加有難うございました！
今後もワクワクするキャンペーン実施予定です🍦
お楽しみに♪

CREMIAをこれからもよろしくお願いします🎵

■商品… https://t.co/QLVOZzNvOz",,,nan,  cocoa357                                                                         CREMIA                         ,neutral,0.0,1.0,0.0,0.0
2802,RT @temmydeal: @sarnchos Thought about that pap idea while driving to work today and I think it won't be a bad if it's premixed with milk &amp;…,,,nan,   Thought about that pap idea while driving to work today and I think it won t be a bad if it s premixed with milk  amp  ,positive,0.129,0.735,0.136,0.0516
2803,"RT @InfiniteRadar: Yet another way to oppress farm animals 🤬🤬

If you want to stop methane emissions from cows, stop eating cows &amp; drinking…",,,nan, Yet another way to oppress farm animals     If you want to stop methane emissions from cows  stop eating cows  amp  drinking ,negative,0.186,0.759,0.055,-0.4767
